dipina;0.5871556274179851
juan-ignacio-vazquez;0.1246781087362648
manuel-castro;0.07255064303655367
pablo-orduna;0.0667249260734183
iker-larizgoitia;0.06226922904016874
joseba-abaitua;0.05826058486770391
josuka;0.04945494044230553
zubia;0.04490397970324248
jonathan-garibay;0.029900477403752693
aitor-almeida;0.027834231035701033
ana-belen-lago;0.022471910112359546
sancristobal;0.020491136374691018
s-martin;0.020491136374691018
unai-aguilera;0.01786475374930764
j-fernandez;0.016521956933090744
xabier-laiseca;0.010435431949732255
d-martin;0.00831749966070701
carlos-lamfus;0.00831749966070701
unai-hernandez;0.0050525524731124954
ignacio-angulo;0.0030820042946991476
david-sainz;0.0024435770222287073
jaime-irurzun;0.0021107788341989163
ander-barbier;0.0019155236149618173
josé-bravo;0.0019152196118488254
aitor-gomez-goiri;0.001409662434943334
leire-muguira;0.0013023493360572011
david-bujan;0.000978890023833844
eduardo-castillejo;0.00045114061967994553
rodríguez;0.0003997109461869421
olga-dziabenko;0.00012768130745658836
mikel-emaldi;8.512087163772556e-05
ester-gonzález-aguado;0.0
carmen-fuentes;0.0
david-ausin;0.0
rezende;0.0
gregorio-casero;0.0
cadenas;0.0
gonzález;0.0
javier-fernández;0.0
ruiz;0.0
morales;0.0
rocío-peña;0.0
losada;0.0
inigo-sedano;0.0
robles;0.0
tania-lorido;0.0
silvia-rentería;0.0
torres-manzanera;0.0
bernhard-klein;0.0
ivan-trueba;0.0
saenz;0.0
alcarria;0.0
sergio-blanco;0.0
iván-garcía;0.0
unai-lópez;0.0
marcos-sacristan;0.0
doamo;0.0
conrado;0.0
rodriguez-gil;0.0
marcos-vergara;0.0
izaskun-mendia;0.0
g-diaz;0.0
peire;0.0
miguel-ángel-valero;0.0
jon-valdés;0.0
alves;0.0
alzua-sorzabal;0.0
christian-guggenmos;0.0
asier-arruti;0.0
ignacio-sarralde;0.0
mariluz-guenaga;0.0
c-gil;0.0
d-garcia;0.0
ramón-hervás;0.0
daniel-garcía;0.0
ivan-garcia;0.0
ivan-pretel;0.0
elio-san-cristóbal;0.0
tawfik;0.0
jamardo;0.0
pesquera;0.0
solana;0.0
rafael-heras;0.0
poveda;0.0
sergio-fínez;0.0
g-gil;0.0
borja-sotomayor;0.0
francisco-flórez;0.0
koza;0.0
pardo;0.0
